PID,,,PPID,,,Threads,,,Handles,,,Session,,,Status,,
Mean,Variance,Standard Deviation,Mean,Variance,Standard Deviation,Mean,Variance,Standard Deviation,Mean,Variance,Standard Deviation,Mean,Variance,Standard Deviation,Mean,Variance,Standard Deviation
1280,692959.2558,832.4417432,773.5454545,766108.4397,875.2762077,12.04545455,177.3932347,13.31890516,255.7272727,49186.52854,221.780361,0.227272727,0.272727273,0.522232968,0,0,0
1280,692959.2558,832.4417432,773.5454545,766108.4397,875.2762077,11.79545455,181.7943975,13.48311527,255.2954545,48145.70137,219.4212874,0.227272727,0.272727273,0.522232968,0,0,0
1280,692959.2558,832.4417432,773.5454545,766108.4397,875.2762077,11.84090909,185.1136364,13.60564722,257.0681818,48805.78594,220.9203158,0.227272727,0.272727273,0.522232968,0,0,0
1263.348837,696968.3278,834.8462899,780.8372093,781953.9491,884.2816005,11.93023256,180.5902547,13.43838736,261.7209302,49980.82503,223.5639171,0.23255814,0.277962348,0.527221346,0,0,0
1299,736684,858.3029768,773.5454545,766108.4397,875.2762077,11.72727273,178.5285412,13.3614573,257.4318182,50172.57664,223.9923584,0.25,0.284883721,0.533744996,0,0,0
1263.348837,696968.3278,834.8462899,780.8372093,781953.9491,884.2816005,11.88372093,181.9147287,13.48757683,277.627907,67080.14396,258.9983474,0.23255814,0.277962348,0.527221346,0,0,0
1298.272727,734425.5983,856.9863466,822.2727273,839312.6681,916.1400919,11.52272727,179.7901691,13.40858565,252.4772727,49022.11575,221.409385,0.227272727,0.272727273,0.522232968,0,0,0
1384.170213,799259.1008,894.0129198,936,978395.8261,989.1389316,11.08510638,170.1230342,13.0431221,241.8510638,48090.30342,219.2950146,0.212765957,0.258094357,0.508029878,0,0,0
1263.348837,696968.3278,834.8462899,780.8372093,781953.9491,884.2816005,11.8372093,179.4252492,13.39497104,259.0930233,48902.32447,221.1386996,0.23255814,0.277962348,0.527221346,0,0,0
1304.181818,754122.3848,868.4022022,822.2727273,839312.6681,916.1400919,11.84090909,174.9741015,13.22777765,255.3863636,47903.96353,218.869741,0.227272727,0.272727273,0.522232968,0,0,0
1274.727273,686456.389,828.5266375,822.2727273,839312.6681,916.1400919,11.95454545,172.8350951,13.1466762,258.1363636,49269.32981,221.9669566,0.227272727,0.272727273,0.522232968,0,0,0
1263.348837,696968.3278,834.8462899,780.8372093,781953.9491,884.2816005,12.04651163,179.4739756,13.39678975,259.0465116,48808.33112,220.9260761,0.23255814,0.277962348,0.527221346,0,0,0
1293.363636,720398.8414,848.7631245,822.2727273,839312.6681,916.1400919,11.81818182,173.0359408,13.15431263,255.5,47832.06977,218.7054406,0.227272727,0.272727273,0.522232968,0,0,0
1282.363636,696668.5159,834.6667094,822.2727273,839312.6681,916.1400919,11.75,171.7732558,13.10622966,255.3636364,47666.09725,218.3256679,0.227272727,0.272727273,0.522232968,0,0,0
1298.545455,735267.0444,857.4771393,822.2727273,839312.6681,916.1400919,11.79545455,169.0036998,13.0001423,254.75,47354.84302,217.6116794,0.227272727,0.272727273,0.522232968,0,0,0
1302,746491.907,863.9976313,822.2727273,839312.6681,916.1400919,11.77272727,168.9704017,12.99886155,254.7954545,47446.77114,217.8227976,0.227272727,0.272727273,0.522232968,0,0,0
1301.272727,744041.5053,862.5784053,822.2727273,839312.6681,916.1400919,11.79545455,172.2130021,13.12299517,255.3863636,47409.0333,217.7361552,0.227272727,0.272727273,0.522232968,0,0,0
1289.090909,709916.5497,842.5654572,822.2727273,839312.6681,916.1400919,11.5,168.4883721,12.98030709,254.4318182,47447.04175,217.8234187,0.227272727,0.272727273,0.522232968,0,0,0
1304.181818,754122.3848,868.4022022,822.2727273,839312.6681,916.1400919,11.70454545,167.0036998,12.92299113,255.0227273,47416.95296,217.7543409,0.227272727,0.272727273,0.522232968,0,0,0
1300.285714,695995.6237,834.2635217,560.1904762,138254.0116,371.8252434,12.92857143,169.141115,13.00542637,270.2142857,45956.75784,214.3752734,0.166666667,0.239837398,0.489731966,0,0,0
1300.285714,695995.6237,834.2635217,560.1904762,138254.0116,371.8252434,12.73809524,175.1736353,13.23531773,268.5238095,43602.93844,208.8131664,0.166666667,0.239837398,0.489731966,0,0,0
1275.02439,685923.8244,828.2051825,562.5365854,141473.4049,376.1295055,12.80487805,173.1109756,13.15716442,269.8780488,43819.85976,209.3319368,0.170731707,0.245121951,0.495097921,0,0,0
1275.02439,685923.8244,828.2051825,562.5365854,141473.4049,376.1295055,12.56097561,177.402439,13.31925069,268.8536585,43670.52805,208.974946,0.170731707,0.245121951,0.495097921,0,0,0
1265,699285.9487,836.2331904,562.3,145098.5744,380.9180678,13.275,196.6147436,14.02193794,275.425,46245.32756,215.0472682,0.175,0.250641026,0.500640615,0,0,0
1265,699285.9487,836.2331904,562.3,145098.5744,380.9180678,12.8,182.5230769,13.51011017,272.375,43875.88141,209.4657046,0.175,0.250641026,0.500640615,0,0,0
1265,699285.9487,836.2331904,562.3,145098.5744,380.9180678,12.8,182.4205128,13.50631381,271.5,43621.28205,208.8570852,0.175,0.250641026,0.500640615,0,0,0
1265,699285.9487,836.2331904,562.3,145098.5744,380.9180678,12.625,180.599359,13.43872609,271.375,43193.57372,207.8306371,0.175,0.250641026,0.500640615,0,0,0
1304.585366,746050.8488,863.7423509,569.4634146,143575.0049,378.9129252,12.70731707,175.2621951,13.23866289,275.5853659,42593.54878,206.3820457,0.170731707,0.245121951,0.495097921,0,0,0
1304.585366,746050.8488,863.7423509,569.4634146,143575.0049,378.9129252,13.51219512,192.4060976,13.8710525,284.097561,47074.14024,216.9657582,0.170731707,0.245121951,0.495097921,0,0,0
1304.585366,746050.8488,863.7423509,569.4634146,143575.0049,378.9129252,13,184.7,13.59043781,283.7560976,46341.48902,215.2707342,0.170731707,0.245121951,0.495097921,0,0,0
1304.585366,746050.8488,863.7423509,569.4634146,143575.0049,378.9129252,13.17073171,195.695122,13.98910726,285.2195122,47630.57561,218.2443026,0.170731707,0.245121951,0.495097921,0,0,0
1254.3,667891.6,817.2463521,572.1,146964.0923,383.3589601,13.35,188.0282051,13.7123377,283.275,45853.28141,214.1337932,0.175,0.250641026,0.500640615,0,0,0
1254.1,667391.9897,816.940628,572.1,146964.0923,383.3589601,12.95,182.8179487,13.52101878,279.875,43944.31731,209.6289992,0.175,0.250641026,0.500640615,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.82051282,187.9406208,13.70914369,278.7435897,45173.45884,212.5404875,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.97435897,189.7098516,13.77351994,279,44967.42105,212.0552311,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.87179487,186.0094467,13.63852803,278.6666667,44995.80702,212.1221512,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.87179487,186.219973,13.64624392,278.1282051,44878.69366,211.8459196,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.82051282,186.1511471,13.64372189,277.974359,44840.34143,211.7553811,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.15384615,196.1336032,14.00477073,280.7948718,46710.90418,216.1270556,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.35897436,205.65722,14.34075381,281.9230769,47877.54656,218.8093841,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.92307692,194.7044534,13.95365377,278.3333333,44958.49123,212.0341747,0.179487179,0.256410256,0.506369684,0,0,0
1241.3,642072.9333,801.2945359,572.1,146964.0923,383.3589601,13.925,218.3788462,14.77764684,284.525,48364.56346,219.9194477,0.175,0.250641026,0.500640615,0,0,0
1241.3,642072.9333,801.2945359,572.1,146964.0923,383.3589601,13.25,194.1923077,13.93529001,283.325,46126.225,214.7701679,0.175,0.250641026,0.500640615,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.15384615,196.0283401,14.00101211,280.8974359,46620.46289,215.9177225,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.64102564,211.2887989,14.53577652,282.6923077,48673.53441,220.6207932,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13,193.1052632,13.89623198,279,45573.78947,213.4801852,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.97435897,192.8677463,13.88768326,278.0769231,44980.65182,212.0864254,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,12.76923077,196.708502,14.02528082,277.1282051,44799.85155,211.6597542,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.17948718,200.0458839,14.14375777,280.7179487,46881.20783,216.5206868,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.66666667,209.8070175,14.48471669,283.0769231,48877.75709,221.0831452,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.94871795,225.9446694,15.031456,281.8461538,48749.18623,220.7921788,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.92307692,216.0728745,14.69941749,284.2307692,49842.02429,223.2532739,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.79487179,207.7989204,14.41523223,283.4102564,48880.19568,221.0886602,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.69230769,205.8502024,14.3474807,282.9230769,48790.17814,220.8849885,0.179487179,0.256410256,0.506369684,0,0,0
1222.974359,645182.9204,803.2327934,564.8205128,148656.1511,385.55953,13.30769231,200.1133603,14.14614295,281.4358974,47582.35762,218.1338067,0.179487179,0.256410256,0.506369684,0,0,0
1244.088889,610915.9919,781.6111514,578.0444444,205633.9071,453.4687498,12.4,161.0181818,12.68929398,262.1333333,59478.16364,243.8814541,0.155555556,0.225252525,0.474607759,0,0,0
1207.909091,564849.4799,751.5646878,580.6363636,210106.7484,458.3740268,12.36363636,166.3763214,12.89869456,268.6590909,61050.41596,247.0838238,0.159090909,0.229915433,0.479494977,0,0,0
1168.465116,508211.969,712.8898716,576.0930233,214179.4197,462.7952244,12.20930233,164.5027685,12.82586327,271.7209302,61025.0155,247.0324179,0.162790698,0.234772979,0.484533775,0,0,0
1168.465116,508211.969,712.8898716,576.0930233,214179.4197,462.7952244,12.20930233,171.7884828,13.10681055,271.744186,62038.09967,249.0744862,0.162790698,0.234772979,0.484533775,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.68292683,172.4719512,13.13285769,276.3902439,63246.7439,251.4890532,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.46341463,170.604878,13.06158023,276.5853659,63194.44878,251.3850608,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.53658537,184.154878,13.57036765,275.6585366,62940.63049,250.8797132,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.65853659,186.1304878,13.64296477,275.4146341,62993.04878,250.9841604,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.3902439,177.5439024,13.32456012,275.6829268,62633.82195,250.2675008,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.46341463,183.554878,13.54824262,275.8780488,62319.70976,249.6391591,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.34146341,188.0304878,13.71242093,275.804878,63802.66098,252.5918862,0.170731707,0.245121951,0.495097921,0,0,0
1122.439024,459558.3024,677.9072963,578.9268293,224565.6195,473.8835506,12.48780488,182.4060976,13.50578015,275.5365854,62935.25488,250.8689994,0.170731707,0.245121951,0.495097921,0,0,0
1153.142857,487944.0279,698.5299048,626.6666667,314810.2764,561.0795634,12.23809524,176.1858304,13.27350106,272.7380952,61683.80778,248.3622511,0.166666667,0.239837398,0.489731966,0,0,0
1153.142857,487944.0279,698.5299048,626.6666667,314810.2764,561.0795634,12.5,184.7439024,13.59205291,277.8333333,68655.80081,262.0225197,0.166666667,0.239837398,0.489731966,0,0,0
1170.511628,489298.3034,699.4986086,630.1395349,307833.4086,554.8273683,12.3255814,180.5105205,13.43542037,275.4418605,69240.20487,263.1353357,0.186046512,0.250276855,0.500276778,0,0,0
1169.953488,487892.8549,698.4932748,588.0930233,215635.4197,464.36561,12.20930233,181.3122924,13.4652253,273.0232558,69709.30897,264.0252052,0.209302326,0.264673311,0.514464101,0,0,0
1184.727273,486150.1564,697.2446891,585.2727273,210970.6216,459.3153835,12.02272727,179.9762156,13.41552145,269.7727273,68714.22622,262.1339852,0.204545455,0.259513742,0.509424913,0,0,0
1173.674419,492221.8915,701.5852703,588.0930233,215635.4197,464.36561,12.41860465,187.6777409,13.69955258,277.5116279,68924.01772,262.5338411,0.209302326,0.264673311,0.514464101,0,0,0
1173.674419,492221.8915,701.5852703,588.0930233,215635.4197,464.36561,12.6744186,203.2248062,14.25569382,278.372093,70497.4773,265.5136104,0.209302326,0.264673311,0.514464101,0,0,0
1173.674419,492221.8915,701.5852703,588.0930233,215635.4197,464.36561,12.25581395,195.6234773,13.9865463,276.2325581,68742.56368,262.1880311,0.209302326,0.264673311,0.514464101,0,0,0
1158.285714,493796.0139,702.7062074,591.047619,220510.2904,469.5852323,12.45238095,196.2537747,14.00906045,278.2619048,69788.44193,264.1750214,0.214285714,0.270034843,0.519648769,0,0,0
1158.285714,493796.0139,702.7062074,591.047619,220510.2904,469.5852323,12.21428571,194.0749129,13.93107723,278,68721.90244,262.1486266,0.214285714,0.270034843,0.519648769,0,0,0
1158.285714,493796.0139,702.7062074,591.047619,220510.2904,469.5852323,12.35714286,192.966899,13.89125261,278.5238095,68901.52381,262.4909976,0.214285714,0.270034843,0.519648769,0,0,0
1158.285714,493796.0139,702.7062074,591.047619,220510.2904,469.5852323,12.4047619,188.6858304,13.7362961,487.7857143,1901331.294,1378.887702,0.214285714,0.270034843,0.519648769,0,0,0
1138.883721,498225.7719,705.8510975,637.3953488,307628.8638,554.6430057,11.97674419,188.4994463,13.72951005,272.4651163,68758.11185,262.2176803,0.209302326,0.264673311,0.514464101,0,0,0
1198.883721,552911.4862,743.5801814,637.3953488,307628.8638,554.6430057,12.20930233,185.1218162,13.60594782,276.1627907,67642.94906,260.0825812,0.209302326,0.264673311,0.514464101,0,0,0
1198.883721,552911.4862,743.5801814,637.3953488,307628.8638,554.6430057,12.60465116,190.7209302,13.81017488,278.3023256,68624.78738,261.9633321,0.209302326,0.264673311,0.514464101,0,0,0
1198.883721,552911.4862,743.5801814,637.3953488,307628.8638,554.6430057,12.02325581,187.3089701,13.68608673,277.3023256,67296.12071,259.4149585,0.209302326,0.264673311,0.514464101,0,0,0
1198.883721,552911.4862,743.5801814,637.3953488,307628.8638,554.6430057,12.27906977,187.9678848,13.71013803,276.9767442,67915.35659,260.6057493,0.209302326,0.264673311,0.514464101,0,0,0
1182.761905,554948.2834,744.9485106,641.5238095,314381.2311,560.6970939,12.38095238,192.583043,13.87742926,278,68973.26829,262.6276229,0.214285714,0.270034843,0.519648769,0,0,0
1182.761905,554948.2834,744.9485106,641.5238095,314381.2311,560.6970939,12.19047619,190.2555168,13.79331421,276.4761905,68485.47503,261.6972966,0.214285714,0.270034843,0.519648769,0,0,0
1185.333333,564293.9837,751.1950371,641.5238095,314381.2311,560.6970939,12.23809524,188.1370499,13.71630599,274.9761905,68462.21893,261.6528596,0.214285714,0.270034843,0.519648769,0,0,0
1171.619048,520868.5343,721.712224,641.5238095,314381.2311,560.6970939,12.28571429,192.8432056,13.88679969,276.8571429,69262.32056,263.1773557,0.214285714,0.270034843,0.519648769,0,0,0
1149.714286,484277.9652,695.90083,641.5238095,314381.2311,560.6970939,12.23809524,189.3565621,13.76068901,275.4285714,68733.4216,262.1705964,0.214285714,0.270034843,0.519648769,0,0,0
1156.952381,491910.0952,701.3630267,641.5238095,314381.2311,560.6970939,12.33333333,189.1544715,13.75334401,276.6904762,68900.95064,262.4899058,0.214285714,0.270034843,0.519648769,0,0,0
1184.380952,560767.8513,748.8443439,641.5238095,314381.2311,560.6970939,12.45238095,190.2049942,13.79148267,280.4047619,71413.80778,267.2336202,0.214285714,0.270034843,0.519648769,0,0,0
1282.909091,693079.3404,832.513868,641.0909091,351454.7822,592.8362187,13.02272727,182.6738901,13.51569051,262.8409091,51287.25317,226.466892,0.159090909,0.229915433,0.479494977,0,0,0
1216.47619,705938.8897,840.2016958,668.5714286,434687.6655,659.3084752,12.42857143,177.2264808,13.31264365,265.7380952,47957.22242,218.9913752,0.166666667,0.239837398,0.489731966,0,0,0
1216.47619,705938.8897,840.2016958,668.5714286,434687.6655,659.3084752,12.66666667,185.6422764,13.6250606,271.5238095,46525.67015,215.6980996,0.166666667,0.239837398,0.489731966,0,0,0
1197.560976,708184.7024,841.537107,673.5609756,444483.1024,666.6956595,13.43902439,209.702439,14.48110628,273.2439024,48452.93902,220.1202831,0.170731707,0.245121951,0.495097921,0,0,0
1197.560976,708184.7024,841.537107,673.5609756,444483.1024,666.6956595,12.92682927,194.9695122,13.96314836,274.2682927,47803.60122,218.6403467,0.170731707,0.245121951,0.495097921,0,0,0
1162.9,675823.5795,822.084898,676.1,455609.0154,674.9881594,12.8,188.8307692,13.74157084,274.6,45733.06667,213.852909,0.175,0.250641026,0.500640615,0,0,0
1157.170732,660273.7951,812.5723322,724.8780488,541770.0098,736.0502766,12.51219512,182.5560976,13.51133219,276.0731707,44209.96951,210.2616691,0.170731707,0.245121951,0.495097921,0,0,0
1157.170732,660273.7951,812.5723322,724.8780488,541770.0098,736.0502766,12.68292683,184.5719512,13.58572601,278.0243902,44608.82439,211.2080121,0.170731707,0.245121951,0.495097921,0,0,0
1157.170732,660273.7951,812.5723322,724.8780488,541770.0098,736.0502766,13.34146341,202.8304878,14.24185689,283.3170732,48458.07195,220.1319421,0.170731707,0.245121951,0.495097921,0,0,0
1157.170732,660273.7951,812.5723322,724.8780488,541770.0098,736.0502766,12.73170732,185.1012195,13.6051909,280.6341463,45669.8878,213.7051422,0.170731707,0.245121951,0.495097921,0,0,0
1187.804878,684358.361,827.2595487,724.8780488,541770.0098,736.0502766,13.58536585,203.7487805,14.27405971,281.0243902,48290.27439,219.7504821,0.170731707,0.245121951,0.495097921,0,0,0
1184.292683,677691.5122,823.2202088,724.8780488,541770.0098,736.0502766,12.85365854,188.4780488,13.72873078,277.2195122,45451.57561,213.1937513,0.170731707,0.245121951,0.495097921,0,0,0
1204.292683,729175.5122,853.9177432,724.8780488,541770.0098,736.0502766,12.75609756,186.4890244,13.65609843,276.2195122,44398.97561,210.7106443,0.170731707,0.245121951,0.495097921,0,0,0
1204.292683,729175.5122,853.9177432,724.8780488,541770.0098,736.0502766,13.56097561,212.652439,14.58260742,281.804878,48867.56098,221.0600845,0.170731707,0.245121951,0.495097921,0,0,0
1207.902439,741961.9902,861.3721555,724.8780488,541770.0098,736.0502766,13.12195122,186.8097561,13.66783656,278.4146341,44899.64878,211.8953722,0.170731707,0.245121951,0.495097921,0,0,0
1207.902439,741961.9902,861.3721555,724.8780488,541770.0098,736.0502766,13.31707317,212.9219512,14.59184537,277.7317073,45947.20122,214.3529828,0.170731707,0.245121951,0.495097921,0,0,0
1188.195122,685161.561,827.7448647,724.8780488,541770.0098,736.0502766,12.85365854,198.9280488,14.10418551,272.4878049,43686.3561,209.0128132,0.170731707,0.245121951,0.495097921,0,0,0
1118.4,593911.6308,770.6566231,731.4,553872.8615,744.226351,13.75,219.3205128,14.80947375,276.575,47021.43013,216.8442532,0.175,0.250641026,0.500640615,0,0,0
1117.641026,609517.2362,780.7158485,681.5384615,466384.5182,682.9235083,13.28205128,214.7867746,14.65560557,279.0512821,46783.31309,216.2945055,0.179487179,0.256410256,0.506369684,0,0,0
1117.641026,609517.2362,780.7158485,681.5384615,466384.5182,682.9235083,13.87179487,225.1673414,15.00557701,278.8461538,47959.08097,218.9956186,0.179487179,0.256410256,0.506369684,0,0,0
1117.641026,609517.2362,780.7158485,681.5384615,466384.5182,682.9235083,13.12820513,213.0620783,14.59664613,278.4102564,46335.66937,215.2572168,0.179487179,0.256410256,0.506369684,0,0,0
